Mod:Item:MetaData, Localized Name
quark:biotite_block:1, Chiseled Biotite Block
quark:biotite_block:2, Pillar Biotite Block
quark:biotite, item.biotite.name
quark:biotite_slab:0, Biotite Slab
quark:biotite_stairs, tile.biotite_stairs.name
quark:biotite_wall, tile.biotite_wall.name
quark:basalt:0, Basalt
quark:basalt:1, Polished Basalt
quark:stone_basalt_slab:0, Basalt Slab
quark:stone_basalt_stairs, tile.stone_basalt_stairs.name
quark:basalt_wall, tile.basalt_wall.name
quark:smoker, tile.smoker.name
quark:glowstone_dust_block, tile.glowstone_dust_block.name
quark:gunpowder_block, tile.gunpowder_block.name
quark:arrow_ender, item.arrow_ender.name
quark:arrow_explosive, item.arrow_explosive.name
quark:arrow_torch, item.arrow_torch.name
quark:slime_bucket:0, Slime in a Bucket
quark:rune:0, White Rune
quark:rune:1, Orange Rune
quark:rune:2, Magenta Rune
quark:rune:3, Light Blue Rune
quark:rune:4, Yellow Rune
quark:rune:5, Lime Rune
quark:rune:6, Pink Rune
quark:rune:7, Gray Rune
quark:rune:8, Light Gray Rune
quark:rune:9, Cyan Rune
quark:rune:10, Purple Rune
quark:rune:11, Blue Rune
quark:rune:12, Brown Rune
quark:rune:13, Green Rune
quark:rune:14, Red Rune
quark:rune:15, Black Rune
quark:rune:16, Rainbow Rune
quark:black_ash, tile.black_ash.name
quark:ancient_tome, item.ancient_tome.name
quark:soul_powder, item.soul_powder.name
quark:parrot_egg:0, Red Parrot Egg
quark:parrot_egg:1, Blue Parrot Egg
quark:parrot_egg:2, Green Parrot Egg
quark:parrot_egg:3, Cyan Parrot Egg
quark:parrot_egg:4, Gray Parrot Egg
quark:enderdragon_scale, item.enderdragon_scale.name
quark:chute, tile.chute.name
quark:sugar_block, tile.sugar_block.name
quark:redstone_randomizer, tile.redstone_randomizer.name
quark:iron_button, tile.iron_button.name
quark:gold_button, tile.gold_button.name
quark:iron_rod, tile.iron_rod.name
quark:obsidian_pressure_plate, tile.obsidian_pressure_plate.name
quark:rain_detector, tile.rain_detector.name
bamboozled:bamboo, Bamboo Stalks
bamboozled:bamboo_dried, Dried Bamboo Stalks
bamboozled:bamboo_bundle:0, Bundle of Bamboo
bamboozled:bamboo_bundle:1, Bundle of Dried Bamboo
bamboozled:bamboo_dried_stairs, Dried Bamboo Stairs
bamboozled:bamboo_dried_slab, Dried Bamboo Slab
bamboozled:bamboo_planks:0, Bamboo Planks
bamboozled:bamboo_planks:1, Bamboo Vertical Planks
bamboozled:bamboo_planks_stairs, Bamboo Planks Stairs
bamboozled:bamboo_planks_slab, Bamboo Planks Slab
bamboozled:bamboo_wall, Bamboo Wall
bamboozled:salt_ore, Halite
bamboozled:salt_pile, Pile of Salt
bamboozled:salt_block, Block of Salt
bamboozled:rope, Rope
bibliocraft:bookcase:0, Oak Bookcase
bibliocraft:bookcase:1, Spruce Bookcase
bibliocraft:bookcase:2, Birch Bookcase
bibliocraft:bookcase:3, Jungle Bookcase
bibliocraft:bookcase:4, Acacia Bookcase
bibliocraft:bookcase:5, Dark Oak Bookcase
bibliocraft:bookcase:6, Framed Bookcase
bibliocraft:bookcasecreative:0, Oak Creative Bookcase
bibliocraft:bookcasecreative:1, Spruce Creative Bookcase
bibliocraft:bookcasecreative:2, Birch Creative Bookcase
bibliocraft:bookcasecreative:3, Jungle Creative Bookcase
bibliocraft:bookcasecreative:4, Acacia Creative Bookcase
bibliocraft:bookcasecreative:5, Dark Oak Creative Bookcase
bibliocraft:bookcasecreative:6, Framed Creative Bookcase
bibliocraft:shelf:0, Oak Shelf
bibliocraft:shelf:1, Spruce Shelf
bibliocraft:shelf:2, Birch Shelf
bibliocraft:shelf:3, Jungle Shelf
bibliocraft:shelf:4, Acacia Shelf
bibliocraft:shelf:5, Dark Oak Shelf
bibliocraft:shelf:6, Framed Shelf
bibliocraft:markerpole, tile.BiblioCraft:MarkerPole.name
bibliocraft:clipboard, tile.BiblioCraft:Clipboard.name
bibliocraft:lanterngold:0, Fancy Lantern
bibliocraft:lanterngold:1, Fancy Lantern
bibliocraft:lanterngold:2, Fancy Lantern
bibliocraft:lanterngold:3, Fancy Lantern
bibliocraft:lanterngold:4, Fancy Lantern
bibliocraft:lanterngold:5, Fancy Lantern
bibliocraft:lanterngold:6, Fancy Lantern
bibliocraft:lanterngold:7, Fancy Lantern
bibliocraft:lanterngold:8, Fancy Lantern
bibliocraft:lanterngold:9, Fancy Lantern
bibliocraft:lanterngold:10, Fancy Lantern
bibliocraft:lanterngold:11, Fancy Lantern
bibliocraft:lanterngold:12, Fancy Lantern
bibliocraft:lanterngold:13, Fancy Lantern
bibliocraft:lanterngold:14, Fancy Lantern
bibliocraft:lanterngold:15, Fancy Lantern
bibliocraft:lanterniron:0, Fancy Lantern
bibliocraft:lanterniron:1, Fancy Lantern
bibliocraft:lanterniron:2, Fancy Lantern
bibliocraft:lanterniron:3, Fancy Lantern
bibliocraft:lanterniron:4, Fancy Lantern
bibliocraft:lanterniron:5, Fancy Lantern
bibliocraft:lanterniron:6, Fancy Lantern
bibliocraft:lanterniron:7, Fancy Lantern
bibliocraft:lanterniron:8, Fancy Lantern
bibliocraft:lanterniron:9, Fancy Lantern
bibliocraft:lanterniron:10, Fancy Lantern
bibliocraft:lanterniron:11, Fancy Lantern
bibliocraft:lanterniron:12, Fancy Lantern
bibliocraft:lanterniron:13, Fancy Lantern
bibliocraft:lanterniron:14, Fancy Lantern
bibliocraft:lanterniron:15, Fancy Lantern
bibliocraft:lampgold:0, Fancy Lamp
bibliocraft:lampgold:1, Fancy Lamp
bibliocraft:lampgold:2, Fancy Lamp
bibliocraft:lampgold:3, Fancy Lamp
bibliocraft:lampgold:4, Fancy Lamp
bibliocraft:lampgold:5, Fancy Lamp
bibliocraft:lampgold:6, Fancy Lamp
bibliocraft:lampgold:7, Fancy Lamp
bibliocraft:lampgold:8, Fancy Lamp
bibliocraft:lampgold:9, Fancy Lamp
bibliocraft:lampgold:10, Fancy Lamp
bibliocraft:lampgold:11, Fancy Lamp
bibliocraft:lampgold:12, Fancy Lamp
bibliocraft:lampgold:13, Fancy Lamp
bibliocraft:lampgold:14, Fancy Lamp
bibliocraft:lampgold:15, Fancy Lamp
bibliocraft:lampiron:0, Fancy Lamp
bibliocraft:lampiron:1, Fancy Lamp
bibliocraft:lampiron:2, Fancy Lamp
bibliocraft:lampiron:3, Fancy Lamp
bibliocraft:lampiron:4, Fancy Lamp
bibliocraft:lampiron:5, Fancy Lamp
bibliocraft:lampiron:6, Fancy Lamp
bibliocraft:lampiron:7, Fancy Lamp
bibliocraft:lampiron:8, Fancy Lamp
bibliocraft:lampiron:9, Fancy Lamp
bibliocraft:lampiron:10, Fancy Lamp
bibliocraft:lampiron:11, Fancy Lamp
bibliocraft:lampiron:12, Fancy Lamp
bibliocraft:lampiron:13, Fancy Lamp
bibliocraft:lampiron:14, Fancy Lamp
bibliocraft:lampiron:15, Fancy Lamp
bibliocraft:furniturepaneler:0, Oak Furniture Paneler
bibliocraft:furniturepaneler:1, Spruce Furniture Paneler
bibliocraft:furniturepaneler:2, Birch Furniture Paneler
bibliocraft:furniturepaneler:3, Jungle Furniture Paneler
bibliocraft:furniturepaneler:4, Acacia Furniture Paneler
bibliocraft:furniturepaneler:5, Dark Oak Furniture Paneler
bibliocraft:furniturepaneler:6, Framed Furniture Paneler
bibliocraft:framedchest:0, Oak Framed Chest
bibliocraft:framedchest:1, Spruce Framed Chest
bibliocraft:framedchest:2, Birch Framed Chest
bibliocraft:framedchest:3, Jungle Framed Chest
bibliocraft:framedchest:4, Acacia Framed Chest
bibliocraft:framedchest:5, Dark Oak Framed Chest
bibliocraft:framedchest:6, Framed Framed Chest
bibliocraft:fancysign:0, Oak Fancy Sign
bibliocraft:fancysign:1, Spruce Fancy Sign
bibliocraft:fancysign:2, Birch Fancy Sign
bibliocraft:fancysign:3, Jungle Fancy Sign
bibliocraft:fancysign:4, Acacia Fancy Sign
bibliocraft:fancysign:5, Dark Oak Fancy Sign
bibliocraft:fancysign:6, Framed Fancy Sign
bibliocraft:fancyworkbench:0, Oak Fancy Workbench
bibliocraft:fancyworkbench:1, Spruce Fancy Workbench
bibliocraft:fancyworkbench:2, Birch Fancy Workbench
bibliocraft:fancyworkbench:3, Jungle Fancy Workbench
bibliocraft:fancyworkbench:4, Acacia Fancy Workbench
bibliocraft:fancyworkbench:5, Dark Oak Workbench
bibliocraft:fancyworkbench:6, Framed Fancy Workbench
bibliocraft:potionshelf:0, Oak Potion Shelf
bibliocraft:potionshelf:1, Spruce Potion Shelf
bibliocraft:potionshelf:2, Birch Potion Shelf
bibliocraft:potionshelf:3, Jungle Potion Shelf
bibliocraft:potionshelf:4, Acacia Potion Shelf
bibliocraft:potionshelf:5, Dark Oak Potion Shelf
bibliocraft:potionshelf:6, Framed Potion Shelf
bibliocraft:toolrack:0, Oak Tool Rack
bibliocraft:toolrack:1, Spruce Tool Rack
bibliocraft:toolrack:2, Birch Tool Rack
bibliocraft:toolrack:3, Jungle Tool Rack
bibliocraft:toolrack:4, Acacia Tool Rack
bibliocraft:toolrack:5, Dark Oak Tool Rack
bibliocraft:toolrack:6, Framed Tool Rack
bibliocraft:label:0, Oak Wood Label
bibliocraft:label:1, Spruce Wood Label
bibliocraft:label:2, Birch Wood Label
bibliocraft:label:3, Jungle Wood Label
bibliocraft:label:4, Acacia Label
bibliocraft:label:5, Dark Oak Label
bibliocraft:label:6, Framed Label
bibliocraft:desk:0, Oak Desk
bibliocraft:desk:1, Spruce Desk
bibliocraft:desk:2, Birch Desk
bibliocraft:desk:3, Jungle Desk
bibliocraft:desk:4, Acacia Desk
bibliocraft:desk:5, Dark Oak Desk
bibliocraft:desk:6, Framed Desk
bibliocraft:table:0, Oak Table
bibliocraft:table:1, Spruce Table
bibliocraft:table:2, Birch Table
bibliocraft:table:3, Jungle Table
bibliocraft:table:4, Acacia Table
bibliocraft:table:5, Dark Oak Table
bibliocraft:table:6, Framed Table
bibliocraft:seat:0, Oak Seat
bibliocraft:seat:1, Spruce Seat
bibliocraft:seat:2, Birch Seat
bibliocraft:seat:3, Jungle Seat
bibliocraft:seat:4, Acacia Seat
bibliocraft:seat:5, Dark Oak Seat
bibliocraft:seat:6, Framed Seat
bibliocraft:clock:0, Oak Clock
bibliocraft:clock:1, Spruce Clock
bibliocraft:clock:2, Birch Clock
bibliocraft:clock:3, Jungle Clock
bibliocraft:clock:4, Acacia Clock
bibliocraft:clock:5, Dark Oak Clock
bibliocraft:clock:6, Framed Clock
bibliocraft:case:0, Oak Case
bibliocraft:case:1, Spruce Case
bibliocraft:case:2, Birch Case
bibliocraft:case:3, Jungle Case
bibliocraft:case:4, Acacia Case
bibliocraft:case:5, Dark Oak Case
bibliocraft:case:6, Framed Case
bibliocraft:mapframe:0, Oak Map Frame
bibliocraft:mapframe:1, Spruce Map Frame
bibliocraft:mapframe:2, Birch Map Frame
bibliocraft:mapframe:3, Jungle Map Frame
bibliocraft:mapframe:4, Acacia Map Frame
bibliocraft:mapframe:5, Dark Oak Map Frame
bibliocraft:mapframe:6, Framed Map Frame
bibliocraft:paintingframeflat:0, Oak Painting Frame
bibliocraft:paintingframeflat:1, Spruce Painting Frame
bibliocraft:paintingframeflat:2, Birch Painting Frame
bibliocraft:paintingframeflat:3, Jungle Painting Frame
bibliocraft:paintingframeflat:4, Acacia Painting Frame
bibliocraft:paintingframeflat:5, Dark Oak Painting Frame
bibliocraft:paintingframeflat:6, Framed Painting Frame
bibliocraft:paintingframesimple:0, Oak Painting Frame
bibliocraft:paintingframesimple:1, Spruce Painting Frame
bibliocraft:paintingframesimple:2, Birch Painting Frame
bibliocraft:paintingframesimple:3, Jungle Painting Frame
bibliocraft:paintingframesimple:4, Acacia Painting Frame
bibliocraft:paintingframesimple:5, Dark Oak Painting Frame
bibliocraft:paintingframesimple:6, Framed Painting Frame
bibliocraft:paintingframemiddle:0, Oak Painting Frame
bibliocraft:paintingframemiddle:1, Spruce Painting Frame
bibliocraft:paintingframemiddle:2, Birch Painting Frame
bibliocraft:paintingframemiddle:3, Jungle Painting Frame
bibliocraft:paintingframemiddle:4, Acacia Painting Frame
bibliocraft:paintingframemiddle:5, Dark Oak Painting Frame
bibliocraft:paintingframemiddle:6, Framed Painting Frame
bibliocraft:paintingframefancy:0, Oak Painting Frame
bibliocraft:paintingframefancy:1, Spruce Painting Frame
bibliocraft:paintingframefancy:2, Birch Painting Frame
bibliocraft:paintingframefancy:3, Jungle Painting Frame
bibliocraft:paintingframefancy:4, Acacia Painting Frame
bibliocraft:paintingframefancy:5, Dark Oak Painting Frame
bibliocraft:paintingframefancy:6, Framed Painting Frame
bibliocraft:paintingframeborderless:0, Oak Painting Frame
bibliocraft:paintingframeborderless:1, Spruce Painting Frame
bibliocraft:paintingframeborderless:2, Birch Painting Frame
bibliocraft:paintingframeborderless:3, Jungle Painting Frame
bibliocraft:paintingframeborderless:4, Acacia Painting Frame
bibliocraft:paintingframeborderless:5, Dark Oak Painting Frame
bibliocraft:paintingframeborderless:6, Framed Painting Frame
bibliocraft:paintingpress, Painting Press
bibliocraft:typewriter:0, White Typewriter
bibliocraft:typewriter:1, Light Gray Typewriter
bibliocraft:typewriter:2, Gray Typewriter
bibliocraft:typewriter:3, Black Typewriter
bibliocraft:typewriter:4, Red Typewriter
bibliocraft:typewriter:5, Orange Typewriter
bibliocraft:typewriter:6, Yellow Typewriter
bibliocraft:typewriter:7, Lime Typewriter
bibliocraft:typewriter:8, Green Typewriter
bibliocraft:typewriter:9, Cyan Typewriter
bibliocraft:typewriter:10, Light Blue Typewriter
bibliocraft:typewriter:11, Blue Typewriter
bibliocraft:typewriter:12, Purple Typewriter
bibliocraft:typewriter:13, Magenta Typewriter
bibliocraft:typewriter:14, Pink Typewriter
bibliocraft:typewriter:15, Brown Typewriter
bibliocraft:swordpedestal:0, Sword Pedestal
bibliocraft:swordpedestal:1, Sword Pedestal
bibliocraft:swordpedestal:2, Sword Pedestal
bibliocraft:swordpedestal:3, Sword Pedestal
bibliocraft:swordpedestal:4, Sword Pedestal
bibliocraft:swordpedestal:5, Sword Pedestal
bibliocraft:swordpedestal:6, Sword Pedestal
bibliocraft:swordpedestal:7, Sword Pedestal
bibliocraft:swordpedestal:8, Sword Pedestal
bibliocraft:swordpedestal:9, Sword Pedestal
bibliocraft:swordpedestal:10, Sword Pedestal
bibliocraft:swordpedestal:11, Sword Pedestal
bibliocraft:swordpedestal:12, Sword Pedestal
bibliocraft:swordpedestal:13, Sword Pedestal
bibliocraft:swordpedestal:14, Sword Pedestal
bibliocraft:swordpedestal:15, Sword Pedestal
bibliocraft:armorstand:0, Oak Armor Stand
bibliocraft:armorstand:1, Spruce Armor Stand
bibliocraft:armorstand:2, Birch Armor Stand
bibliocraft:armorstand:3, Jungle Armor Stand
bibliocraft:armorstand:4, Acacia Armor Stand
bibliocraft:armorstand:5, Dark Oak Armor Stand
bibliocraft:armorstand:6, Framed Armor Stand
bibliocraft:bell, Desk Bell
bibliocraft:typesettingtable, Typesetting Table
bibliocraft:printingpress, Printing Press
bibliocraft:cookiejar, Cookie Jar
bibliocraft:dinnerplate, Dinner Plate
bibliocraft:discrack, Disc Rack
bibliocraft:compass, Compass
bibliocraft:maptool, Drafting Compass
bibliocraft:seatback1:0, Oak Seat Back
bibliocraft:seatback1:1, Spruce Seat Back
bibliocraft:seatback1:2, Birch Seat Back
bibliocraft:seatback1:3, Jungle Seat Back
bibliocraft:seatback1:4, Acacia Seat Back
bibliocraft:seatback1:5, Dark Oak Seat Back
bibliocraft:seatback1:6, Framed Seat Back
bibliocraft:seatback2:0, Oak Seat Back
bibliocraft:seatback2:1, Spruce Seat Back
bibliocraft:seatback2:2, Birch Seat Back
bibliocraft:seatback2:3, Jungle Seat Back
bibliocraft:seatback2:4, Acacia Seat Back
bibliocraft:seatback2:5, Dark Oak Seat Back
bibliocraft:seatback2:6, Framed Seat Back
bibliocraft:seatback3:0, Oak Seat Back
bibliocraft:seatback3:1, Spruce Seat Back
bibliocraft:seatback3:2, Birch Seat Back
bibliocraft:seatback3:3, Jungle Seat Back
bibliocraft:seatback3:4, Acacia Seat Back
bibliocraft:seatback3:5, Dark Oak Seat Back
bibliocraft:seatback3:6, Framed Seat Back
bibliocraft:seatback4:0, Oak Seat Back
bibliocraft:seatback4:1, Spruce Seat Back
bibliocraft:seatback4:2, Birch Seat Back
bibliocraft:seatback4:3, Jungle Seat Back
bibliocraft:seatback4:4, Acacia Seat Back
bibliocraft:seatback4:5, Dark Oak Seat Back
bibliocraft:seatback4:6, Framed Seat Back
bibliocraft:seatback5:0, Oak Seat Back
bibliocraft:seatback5:1, Spruce Seat Back
bibliocraft:seatback5:2, Birch Seat Back
bibliocraft:seatback5:3, Jungle Seat Back
bibliocraft:seatback5:4, Acacia Seat Back
bibliocraft:seatback5:5, Dark Oak Seat Back
bibliocraft:seatback5:6, Framed Seat Back
bibliocraft:stockroomcatalog, Stockroom Catalog
bibliocraft:plumbline, Plumb line
bibliocraft:framingsaw, Framing Saw
bibliocraft:framingboard, Framing Board
bibliocraft:framingsheet, Framing Sheet
bibliocraft:testeritem, ItemStack Name Tester
bibliocraft:atlasbook:0, Atlas
bibliocraft:atlasplate, Atlas Plate
bibliocraft:deathcompass, Eternal Compass
bibliocraft:paintingcanvas, Painting Canvas
bibliocraft:bigbook, Big Writing Book
bibliocraft:recipebook, Empty Recipe Book
bibliocraft:slottedbook, Slotted Book
bibliocraft:handdrill, Hand Drill
bibliocraft:tapemeasure, Tape Measure
bibliocraft:tape, Tape Measure Reel
bibliocraft:bibliochase, Print Press Chase
bibliocraft:printplate, Print Press Plate
bibliocraft:enchantedplate, Enchanted Plate
bibliocraft:biblioredbook, Redstone: Volume I
bibliocraft:biblioglasses:0, Reading Glasses
bibliocraft:biblioglasses:1, Tinted Glasses
bibliocraft:biblioglasses:2, Monocle
bibliocraft:bibliodrill, Screw Gun
bibliocraft:bibliocreativelock, Lock and Key
bibliocraft:biblioclipboard, Clipboard
modularrouters:item_router, Item Router
modularrouters:template_frame, Template Frame
modularrouters:blank_module, Blank Module
modularrouters:blank_upgrade, Blank Upgrade
modularrouters:augment_core, Augment Core
modularrouters:override_card, Security Override Card
modularrouters:module:0, Dropper Module
modularrouters:module:1, Flinger Module
modularrouters:module:2, Vacuum Module
modularrouters:module:3, Placer Module
modularrouters:module:4, Breaker Module
modularrouters:module:5, Sender Module Mk1
modularrouters:module:6, Sender Module Mk2
modularrouters:module:7, Sender Module Mk3
modularrouters:module:8, Puller Module Mk1
modularrouters:module:9, Puller Module Mk2
modularrouters:module:10, Extruder Module Mk1
modularrouters:module:11, Extruder Module Mk2
modularrouters:module:12, Detector Module
modularrouters:module:13, Player Module
modularrouters:module:14, Fluid Screen Module
modularrouters:module:15, Void Module
modularrouters:module:16, Activator Module
modularrouters:module:17, Distributor Module
modularrouters:upgrade:0, Stack Upgrade
modularrouters:upgrade:1, Speed Upgrade
modularrouters:upgrade:2, Security Upgrade
modularrouters:upgrade:3, Camouflage Upgrade
modularrouters:upgrade:4, Sync Upgrade
modularrouters:upgrade:5, Fluid Transfer Upgrade
modularrouters:upgrade:6, Muffler Upgrade
modularrouters:upgrade:7, Blast Upgrade
modularrouters:filter:0, Bulk Item Filter
modularrouters:filter:1, Mod Filter
modularrouters:filter:2, Regex Filter
modularrouters:filter:3, Inspection Filter
modularrouters:augment:0, Fast Pickup Augment
modularrouters:augment:1, Pickup Delay Augment
modularrouters:augment:2, Range Up Augment
modularrouters:augment:3, Range Down Augment
modularrouters:augment:4, Redstone Augment
modularrouters:augment:5, Regulator Augment
modularrouters:augment:6, Stack Augment
modularrouters:augment:7, XP Vacuum Augment
modularrouters:augment:8, Mimic Augment
modularrouters:augment:9, Pushing Augment
bloodmagic:altar, Blood Altar
bloodmagic:blood_rune:0, Blank Rune
bloodmagic:blood_rune:1, Speed Rune
bloodmagic:blood_rune:2, Efficiency Rune
bloodmagic:blood_rune:3, Rune of Sacrifice
bloodmagic:blood_rune:4, Rune of Self Sacrifice
bloodmagic:blood_rune:5, Displacement Rune
bloodmagic:blood_rune:6, Rune of Capacity
bloodmagic:blood_rune:7, Rune of Augmented Capacity
bloodmagic:blood_rune:8, Rune of the Orb
bloodmagic:blood_rune:9, Acceleration Rune
bloodmagic:blood_rune:10, Charging Rune
bloodmagic:ritual_controller:0, Master Ritual Stone
bloodmagic:ritual_controller:1, Imperfect Ritual Stone
bloodmagic:ritual_controller:2, Inverted Master Ritual Stone
bloodmagic:ritual_stone:0, Ritual Stone
bloodmagic:ritual_stone:1, Ritual Stone of Water
bloodmagic:ritual_stone:2, Ritual Stone of Fire
bloodmagic:ritual_stone:3, Ritual Stone of Earth
bloodmagic:ritual_stone:4, Ritual Stone of Air
bloodmagic:ritual_stone:5, Ritual Stone of Dusk
bloodmagic:ritual_stone:6, Ritual Stone of Dawn
bloodmagic:teleposer, Teleposer
bloodmagic:soul_forge, Hellfire Forge
bloodmagic:incense_altar, Incense Altar
bloodmagic:demon_crucible, Demon Crucible
bloodmagic:demon_pylon, Demon Pylon
bloodmagic:demon_crystallizer, Demon Crystallizer
bloodmagic:demon_crystal:0, Demon Will Crystal Cluster
bloodmagic:demon_crystal:1, Corrosive Will Crystal Cluster
bloodmagic:demon_crystal:2, Destructive Will Crystal Cluster
bloodmagic:demon_crystal:3, Vengeful Will Crystal Cluster
bloodmagic:demon_crystal:4, Steadfast Will Crystal Cluster
bloodmagic:alchemy_table, Alchemy Table
bloodmagic:decorative_brick:0, Large Bloodstone Tile
bloodmagic:decorative_brick:1, Bloodstone Brick
bloodmagic:decorative_brick:2, Crystal Cluster
bloodmagic:decorative_brick:3, Crystal Cluster Brick
bloodmagic:path:0, Wooden Path
bloodmagic:path:1, Tiled Wooden Path
bloodmagic:path:2, Stone Brick Path
bloodmagic:path:3, Tiled Stone Path
bloodmagic:path:4, Worn Stone Brick Path
bloodmagic:path:5, Tiled Worn Stone Path
bloodmagic:path:6, Obsidian Brick Path
bloodmagic:path:7, Tiled Obsidian Path
bloodmagic:master_routing_node, Master Routing Node
bloodmagic:input_routing_node, Input Routing Node
bloodmagic:output_routing_node, Output Routing Node
bloodmagic:item_routing_node, Routing Node
bloodmagic:blood_tank:0, Blood Tank Tier 1
bloodmagic:blood_tank:1, Blood Tank Tier 2
bloodmagic:blood_tank:2, Blood Tank Tier 3
bloodmagic:blood_tank:3, Blood Tank Tier 4
bloodmagic:blood_tank:4, Blood Tank Tier 5
bloodmagic:blood_tank:5, Blood Tank Tier 6
bloodmagic:blood_tank:6, Blood Tank Tier 7
bloodmagic:blood_tank:7, Blood Tank Tier 8
bloodmagic:blood_tank:8, Blood Tank Tier 9
bloodmagic:blood_tank:9, Blood Tank Tier 10
bloodmagic:blood_tank:10, Blood Tank Tier 11
bloodmagic:blood_tank:11, Blood Tank Tier 12
bloodmagic:blood_tank:12, Blood Tank Tier 13
bloodmagic:blood_tank:13, Blood Tank Tier 14
bloodmagic:blood_tank:14, Blood Tank Tier 15
bloodmagic:blood_tank:15, Blood Tank Tier 16
bloodmagic:mimic:0, Ethereal Opaque Mimic Block
bloodmagic:mimic:1, Opaque Mimic Block
bloodmagic:mimic:2, Clear Mimic Block
bloodmagic:mimic:3, Lighted Mimic Block
bloodmagic:mimic:4, Sentient Mimic Block
bloodmagic:demon_brick_1:0, Raw Stone Bricks
bloodmagic:demon_brick_1:1, Corrosive Stone Bricks
bloodmagic:demon_brick_1:2, Destructive Stone Bricks
bloodmagic:demon_brick_1:3, Vengeful Stone Bricks
bloodmagic:demon_brick_1:4, Steadfast Stone Bricks
bloodmagic:demon_brick_2:0, Small Raw Stone Bricks
bloodmagic:demon_brick_2:1, Small Corrosive Stone Bricks
bloodmagic:demon_brick_2:2, Small Destructive Stone Bricks
bloodmagic:demon_brick_2:3, Small Vengeful Stone Bricks
bloodmagic:demon_brick_2:4, Small Steadfast Stone Bricks
bloodmagic:demon_brick_2:5, Raw Stone Tiles
bloodmagic:demon_brick_2:6, Corrosive Stone Tiles
bloodmagic:demon_brick_2:7, Destructive Stone Tiles
bloodmagic:demon_brick_2:8, Vengeful Stone Tiles
bloodmagic:demon_brick_2:9, Steadfast Stone Tiles
bloodmagic:demon_brick_2:10, Accented Raw Stone Tiles
bloodmagic:demon_brick_2:11, Accented Corrosive Stone Tiles
bloodmagic:demon_brick_2:12, Accented Destructive Stone Tiles
bloodmagic:demon_brick_2:13, Accented Vengeful Stone Tiles
bloodmagic:demon_brick_2:14, Accented Steadfast Stone Tiles
bloodmagic:demon_extras:0, Raw Stone
bloodmagic:demon_extras:1, Corrosive Stone
bloodmagic:demon_extras:2, Destructive Stone
bloodmagic:demon_extras:3, Vengeful Stone
bloodmagic:demon_extras:4, Steadfast Stone
bloodmagic:demon_extras:5, Polished Raw Stone
bloodmagic:demon_extras:6, Polished Corrosive Stone
bloodmagic:demon_extras:7, Polished Destructive Stone
bloodmagic:demon_extras:8, Polished Vengeful Stone
bloodmagic:demon_extras:9, Polished Steadfast Stone
bloodmagic:demon_extras:10, Raw Demon Alloy
bloodmagic:demon_extras:11, Corrosive Demon Alloy
bloodmagic:demon_extras:12, Destructive Demon Alloy
bloodmagic:demon_extras:13, Vengeful Demon Alloy
bloodmagic:demon_extras:14, Steadfast Demon Alloy
bloodmagic:demon_pillar_1:0, Raw Stone Pillar
bloodmagic:demon_pillar_1:1, Corrosive Stone Pillar
bloodmagic:demon_pillar_1:2, Destructive Stone Pillar
bloodmagic:demon_pillar_1:3, Vengeful Stone Pillar
bloodmagic:demon_pillar_1:4, Steadfast Stone Pillar
bloodmagic:demon_pillar_2:0, Accented Raw Stone Pillar
bloodmagic:demon_pillar_2:1, Accented Corrosive Stone Pillar
bloodmagic:demon_pillar_2:2, Accented Destructive Stone Pillar
bloodmagic:demon_pillar_2:3, Accented Vengeful Stone Pillar
bloodmagic:demon_pillar_2:4, Accented Steadfast Stone Pillar
bloodmagic:demon_pillar_cap_1:0, Raw Stone Pillar Cap
bloodmagic:demon_pillar_cap_1:1, Corrosive Stone Pillar Cap
bloodmagic:demon_pillar_cap_2:0, Destructive Stone Pillar Cap
bloodmagic:demon_pillar_cap_2:1, Vengeful Stone Pillar Cap
bloodmagic:demon_pillar_cap_3, tile.bloodmagic.pillarCap3..name
bloodmagic:demon_light:0, Raw Demon Eye
bloodmagic:demon_light:1, Corrosive Demon Eye
bloodmagic:demon_light:2, Destructive Demon Eye
bloodmagic:demon_light:3, Vengeful Demon Eye
bloodmagic:demon_light:4, Steadfast Demon Eye
bloodmagic:demon_wall_1:0, Raw Stone Brick Wall
bloodmagic:demon_wall_1:1, Corrosive Stone Brick Wall
bloodmagic:demon_wall_1:2, Destructive Stone Brick Wall
bloodmagic:demon_wall_1:3, Vengeful Stone Brick Wall
bloodmagic:demon_wall_1:4, Steadfast Stone Brick Wall
bloodmagic:demon_wall_1:5, Raw Small Stone Brick Wall
bloodmagic:demon_wall_1:6, Corrosive Small Stone Brick Wall
bloodmagic:demon_wall_1:7, Destructive Small Stone Brick Wall
bloodmagic:demon_wall_1:8, Vengeful Small Stone Brick Wall
bloodmagic:demon_wall_1:9, Steadfast Small Stone Brick Wall
bloodmagic:demon_wall_1:10, Raw Stone Wall
bloodmagic:demon_wall_1:11, Corrosive Stone Wall
bloodmagic:demon_wall_1:12, Destructive Stone Wall
bloodmagic:demon_wall_1:13, Vengeful Stone Wall
bloodmagic:demon_wall_1:14, Steadfast Stone Wall
bloodmagic:demon_stairs_1:0, Raw Stone Stairs
bloodmagic:demon_stairs_1:1, Corrosive Stone Stairs
bloodmagic:demon_stairs_2:0, Destructive Stone Stairs
bloodmagic:demon_stairs_2:1, Vengeful Stone Stairs
